// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
762 291 691 974
79 78 80 874
104 608 184 1016
545 407 408 798
593 381 556 1007
193 699 814 743
380 723 698 990
182 79 1039 680
108 110 804 908
750 725 881 999
243 282 38 779
242 37 1048 921
21 140 959 781
270 137 1001 890
582 350 693 800
3 532 1 809
547 529 754 800
119 75 76 886
185 904 777 810
52 137 270 890
504 1037 706 816
249 175 21 781
884 1044 737 819
122 125 969 918
791 892 818 808
753 1039 770 774
570 367 718 721
211 50 84 821
145 144 146 673
205 40 281 948
306 290 72 231
227 289 328 802
138 734 1001 862
544 447 13 12
347 13 14 941
18 243 779 806
201 270 1001 914
208 162 724 955
156 270 914 890
197 196 1043 963
378 591 533 978
466 441 467 906
718 721 856 738
447 6 13 12
518 363 361 901
56 287 931 710
391 813 682 744
701 699 831 935
466 441 906 1029
0 3 332 1
799 733 965 851
121 93 791 787
270 201 156 914
323 73 719 894
570 468 788 954
232 779 719 894
324 45 25 210
354 314 313 829
740 66 871 787
336 840 823 697
232 779 806 719
103 925 1006 703
51 862 803 987
1017 888 722 922
413 469 425 937
265 60 62 856
119 76 895 1046
459 502 982 877
438 663 658 952
188 117 106 689
409 410 753 849
788 570 954 721
779 809 806 719
245 97 633 932
897 24 697 987
883 167 713 757
268 266 957 928
218 656 296 82
870 177 680 702
925 709 1006 703
379 381 380 1012
209 138 734 1001
347 544 13 12
40 754 948 927
683 277 859 916
60 101 59 738
424 723 990 994
717 65 1040 871
202 273 114 816
609 615 798 902
266 115 273 957
214 710 749 761
739 953 883 943
567 570 568 721
823 897 894 803
447 6 12 5
1049 354 829 725
312 313 314 829
282 52 38 890
862 53 716 987
225 297 88 865
781 799 780 851
706 866 1018 704
634 1021 981 790
691 974 733 965
3 532 332 1
691 592 929 965
323 72 73 897
581 578 683 997
32 657 778 731
250 291 264 974
957 268 928 704
19 18 38 156
583 533 544 779
732 234 861 769
526 453 527 655
434 498 917 935
865 660 813 682
566 567 839 721
660 865 745 989
603 505 502 830
78 177 176 610
50 48 131 945
672 673 872 938
258 249 870 1051
174 1026 859 997
497 498 743 917
646 754 1015 879
667 220 666 671
431 602 824 1041
291 251 691 974
183 104 1016 1006
83 853 810 764
78 177 610 874
580 388 683 764
973 640 1021 981
133 663 32 134
624 456 455 797
166 818 726 836
347 583 779 720
729 957 899 704
445 444 776 882
912 815 711 980
734 209 866 751
281 940 948 970
121 108 804 796
282 243 232 779
354 313 1049 829
914 982 830 706
177 176 610 833
332 1 809 991
789 662 845 983
176 177 257 833
369 366 1045 964
951 536 831 690
587 712 807 996
421 919 689 947
87 42 88 865
300 29 679 916
977 431 1041 805
753 421 689 947
98 908 1013 748
866 788 751 704
954 788 721 928
367 566 1045 721
729 114 957 816
735 861 756 1008
267 268 866 751
62 61 295 971
142 1000 708 864
62 295 169 971
0 3 532 332
814 743 690 917
477 489 1030 949
72 23 73 897
804 687 944 728
226 625 328 329
117 182 1039 947
107 79 915 680
820 793 694 755
139 217 1017 681
71 321 289 694
20 21 140 765
46 53 1010 848
406 608 926 986
672 872 801 938
176 616 610 833
833 249 781 844
578 683 997 903
384 411 798 915
568 567 721 704
835 791 993 923
290 306 72 719
171 95 632 889
624 630 455 454
815 593 868 705
261 90 742 1026
699 814 743 690
40 89 281 948
107 106 182 1039
68 180 179 634
351 352 665 1002
240 56 287 931
930 257 765 781
4 1 10 806
388 580 386 764
617 19 155 156
196 154 846 963
1022 759 856 971
371 370 1023 728
502 504 1037 706
734 209 1001 866
759 492 849 839
488 407 827 709
721 729 899 704
61 59 892 738
619 338 903 1038
799 684 864 965
794 800 948 744
256 167 255 943
710 686 749 761
772 536 750 951
171 95 638 632
140 959 1011 1020
611 765 959 882
573 575 815 1005
13 347 12 941
78 79 177 874
428 429 430 784
180 237 179 981
824 602 838 1041
14 460 347 720
18 38 156 941
870 702 847 844
827 410 849 703
90 261 173 1026
536 604 750 831
276 140 1011 1020
668 669 682 879
589 551 599 975
853 872 812 1032
649 646 643 754
22 611 616 765
655 669 651 668
651 668 223 650
839 887 899 783
933 964 971 871
892 293 968 700
754 225 682 879
178 870 680 841
832 936 803 961
843 691 995 768
61 59 93 892
925 709 915 902
501 681 763 966
29 83 279 853
460 14 621 15
932 775 950 741
