// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Facet Vertex Data File
// ================================================================================
//
// Data Structure:
// X Y Z
//
// ================================================================================
-9.254409848 -47.76113859 183.7638304
-7.190501002 -47.94478358 183.7080065
-8.728168488 -49.22062874 183.0302048
-9.254409848 -47.76113859 183.7638304
-10.90786543 -48.67080264 183.293657
-8.728168488 -49.22062874 183.0302048
-9.254409848 -47.76113859 183.7638304
-9.216063246 -47.23250415 186.3303786
-11.74051046 -48.42149544 186.8740158
-9.254409848 -47.76113859 183.7638304
-10.90786543 -48.67080264 183.293657
-11.74051046 -48.42149544 186.8740158
-9.254409848 -47.76113859 183.7638304
-9.216063246 -47.23250415 186.3303786
-5.658145647 -47.24632766 187.8408147
-9.254409848 -47.76113859 183.7638304
-7.190501002 -47.94478358 183.7080065
-5.658145647 -47.24632766 187.8408147
-9.254409848 -47.76113859 183.7638304
-9.66853064 -47.14438797 181.9835065
-12.79590654 -48.23434448 179.9956512
-9.254409848 -47.76113859 183.7638304
-10.90786543 -48.67080264 183.293657
-12.79590654 -48.23434448 179.9956512
-9.254409848 -47.76113859 183.7638304
-9.66853064 -47.14438797 181.9835065
-6.712595396 -47.05389474 180.9357339
-9.254409848 -47.76113859 183.7638304
-7.190501002 -47.94478358 183.7080065
-6.712595396 -47.05389474 180.9357339
-9.254409848 -47.76113859 183.7638304
-9.66853064 -47.14438797 181.9835065
-9.733919634 -46.25202957 184.7920935
-9.254409848 -47.76113859 183.7638304
-9.216063246 -47.23250415 186.3303786
-9.733919634 -46.25202957 184.7920935
16.29503543 -25.99259893 3.087589442
17.93832754 -26.1125728 2.914652463
17.47454882 -27.73057365 0
16.29503543 -25.99259893 3.087589442
15.44441253 -27.03132634 1.14572935
17.47454882 -27.73057365 0
16.29503543 -25.99259893 3.087589442
14.15756739 -26.73620936 4.361358976
11.43794758 -28.83562487 1.78267788
16.29503543 -25.99259893 3.087589442
15.44441253 -27.03132634 1.14572935
11.43794758 -28.83562487 1.78267788
16.29503543 -25.99259893 3.087589442
14.15756739 -26.73620936 4.361358976
15.58712699 -27.20509983 4.52614902
16.29503543 -25.99259893 3.087589442
17.93832754 -26.1125728 2.914652463
15.58712699 -27.20509983 4.52614902
16.29503543 -25.99259893 3.087589442
17.3601282 -24.0473777 4.030887956
16.60838565 -24.86024005 1.800685283
16.29503543 -25.99259893 3.087589442
15.44441253 -27.03132634 1.14572935
16.60838565 -24.86024005 1.800685283
16.29503543 -25.99259893 3.087589442
17.3601282 -24.0473777 4.030887956
21.2721102 -22.97285141 4.295814655
16.29503543 -25.99259893 3.087589442
17.93832754 -26.1125728 2.914652463
21.2721102 -22.97285141 4.295814655
16.29503543 -25.99259893 3.087589442
17.3601282 -24.0473777 4.030887956
14.4695723 -24.11004012 6.463406211
16.29503543 -25.99259893 3.087589442
14.15756739 -26.73620936 4.361358976
14.4695723 -24.11004012 6.463406211
-44.14348312 -12.30724615 25.09786882
-45.22645541 -11.19388184 23.33696775
-47.9950428 -12.51087594 22.85390568
-44.14348312 -12.30724615 25.09786882
-45.52972214 -13.54629666 25.39901497
-47.9950428 -12.51087594 22.85390568
-44.14348312 -12.30724615 25.09786882
-42.17265635 -14.24265344 25.19261756
-43.4260762 -17.46395538 25.77361743
-44.14348312 -12.30724615 25.09786882
-45.52972214 -13.54629666 25.39901497
-43.4260762 -17.46395538 25.77361743
-44.14348312 -12.30724615 25.09786882
-42.17265635 -14.24265344 25.19261756
-43.01773538 -13.3931401 22.84384589
-44.14348312 -12.30724615 25.09786882
-45.22645541 -11.19388184 23.33696775
-43.01773538 -13.3931401 22.84384589
-44.14348312 -12.30724615 25.09786882
-43.35399273 -10.14706855 26.51234592
-45.05456585 -11.03341657 27.4961348
-44.14348312 -12.30724615 25.09786882
-45.52972214 -13.54629666 25.39901497
-45.05456585 -11.03341657 27.4961348
-44.14348312 -12.30724615 25.09786882
-43.35399273 -10.14706855 26.51234592
-44.59048263 -7.323883181 24.41226675
-44.14348312 -12.30724615 25.09786882
-45.22645541 -11.19388184 23.33696775
-44.59048263 -7.323883181 24.41226675
-44.14348312 -12.30724615 25.09786882
-43.35399273 -10.14706855 26.51234592
-39.85566533 -11.87135859 27.36888379
-44.14348312 -12.30724615 25.09786882
-42.17265635 -14.24265344 25.19261756
-39.85566533 -11.87135859 27.36888379
-19.20602002 -39.71156286 160.8884527
-19.07374582 -40.61392159 163.0438238
-22.60667416 -40.31591429 165.381996
-19.20602002 -39.71156286 160.8884527
-21.45406969 -39.14343437 161.5425718
-22.60667416 -40.31591429 165.381996
-19.20602002 -39.71156286 160.8884527
-16.6450185 -38.65873668 160.8145849
-18.8334902 -37.45807851 161.7453046
-19.20602002 -39.71156286 160.8884527
-21.45406969 -39.14343437 161.5425718
-18.8334902 -37.45807851 161.7453046
-19.20602002 -39.71156286 160.8884527
-16.6450185 -38.65873668 160.8145849
-15.04417896 -39.62107976 164.2404417
-19.20602002 -39.71156286 160.8884527
-19.07374582 -40.61392159 163.0438238
-15.04417896 -39.62107976 164.2404417
-19.20602002 -39.71156286 160.8884527
-19.54530063 -40.44280295 157.8415855
-23.32761869 -39.89991292 157.3120506
-19.20602002 -39.71156286 160.8884527
-21.45406969 -39.14343437 161.5425718
-23.32761869 -39.89991292 157.3120506
-19.20602002 -39.71156286 160.8884527
-19.54530063 -40.44280295 157.8415855
-19.51075816 -41.80868883 159.7626833
-19.20602002 -39.71156286 160.8884527
-19.07374582 -40.61392159 163.0438238
-19.51075816 -41.80868883 159.7626833
-19.20602002 -39.71156286 160.8884527
-19.54530063 -40.44280295 157.8415855
-15.52882077 -39.17841068 155.8118254
-19.20602002 -39.71156286 160.8884527
-16.6450185 -38.65873668 160.8145849
-15.52882077 -39.17841068 155.8118254
5.18205924 32.38041038 105.080587
3.911879882 33.6508608 102.833356
1.211677258 31.90397459 101.8469307
5.18205924 32.38041038 105.080587
3.916051617 30.90745231 105.2745325
1.211677258 31.90397459 101.8469307
5.18205924 32.38041038 105.080587
7.958254241 32.09519027 104.3155701
7.221521465 29.94855003 104.2577764
5.18205924 32.38041038 105.080587
3.916051617 30.90745231 105.2745325
7.221521465 29.94855003 104.2577764
5.18205924 32.38041038 105.080587
7.958254241 32.09519027 104.3155701
7.395655486 33.85815718 100.6843664
5.18205924 32.38041038 105.080587
3.911879882 33.6508608 102.833356
7.395655486 33.85815718 100.6843664
5.18205924 32.38041038 105.080587
5.18176634 33.15192386 107.8967567
2.965187299 30.96637917 109.9253236
5.18205924 32.38041038 105.080587
3.916051617 30.90745231 105.2745325
2.965187299 30.96637917 109.9253236
5.18205924 32.38041038 105.080587
5.18176634 33.15192386 107.8967567
3.421561571 35.21061612 105.7924156
5.18205924 32.38041038 105.080587
3.911879882 33.6508608 102.833356
3.421561571 35.21061612 105.7924156
5.18205924 32.38041038 105.080587
5.18176634 33.15192386 107.8967567
9.519188178 33.20827652 108.0596985
5.18205924 32.38041038 105.080587
7.958254241 32.09519027 104.3155701
9.519188178 33.20827652 108.0596985
25.38665392 38.01663246 154.8767936
27.2604622 37.92625335 152.9949211
27.40290833 41.41538811 153.1893692
25.38665392 38.01663246 154.8767936
24.97365135 40.37536706 155.5120066
27.40290833 41.41538811 153.1893692
25.38665392 38.01663246 154.8767936
23.14112911 37.82842801 154.6003118
21.30020516 41.47757433 155.4892188
25.38665392 38.01663246 154.8767936
24.97365135 40.37536706 155.5120066
21.30020516 41.47757433 155.4892188
25.38665392 38.01663246 154.8767936
23.14112911 37.82842801 154.6003118
24.72816803 37.65072117 151.7007284
25.38665392 38.01663246 154.8767936
27.2604622 37.92625335 152.9949211
24.72816803 37.65072117 151.7007284
25.38665392 38.01663246 154.8767936
26.36965773 35.8118542 156.4552196
26.07239525 38.32976138 157.7865111
25.38665392 38.01663246 154.8767936
24.97365135 40.37536706 155.5120066
26.07239525 38.32976138 157.7865111
25.38665392 38.01663246 154.8767936
26.36965773 35.8118542 156.4552196
30.23624222 34.3589747 154.3795026
25.38665392 38.01663246 154.8767936
27.2604622 37.92625335 152.9949211
30.23624222 34.3589747 154.3795026
25.38665392 38.01663246 154.8767936
26.36965773 35.8118542 156.4552196
23.24125759 34.39886905 156.8741813
25.38665392 38.01663246 154.8767936
23.14112911 37.82842801 154.6003118
23.24125759 34.39886905 156.8741813
-10.4808577 -6.464667833 150.3454792
-7.161079769 -6.331190408 149.0655727
-8.071258016 -7.834865936 145.8493908
-10.4808577 -6.464667833 150.3454792
-12.04733967 -7.423649632 148.7038609
-8.071258016 -7.834865936 145.8493908
-10.4808577 -6.464667833 150.3454792
-9.745788466 -6.833935519 151.9967233
-11.58009897 -8.050309973 150.3425369
-10.4808577 -6.464667833 150.3454792
-12.04733967 -7.423649632 148.7038609
-11.58009897 -8.050309973 150.3425369
-10.4808577 -6.464667833 150.3454792
-9.745788466 -6.833935519 151.9967233
-3.955280855 -7.115998263 151.4731172
-10.4808577 -6.464667833 150.3454792
-7.161079769 -6.331190408 149.0655727
-3.955280855 -7.115998263 151.4731172
-10.4808577 -6.464667833 150.3454792
