// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
327 371 1893 3274
3768 2200 4197 3134
131 1653 1543 4258
1664 2975 3682 2530
1079 536 3654 4028
3483 2755 1964 2666
4121 3757 3022 3473
2602 2484 3877 2560
4315 3017 4253 3795
2322 1762 2937 3811
3160 3172 1890 2394
4141 1983 2838 3621
2797 1788 3795 3128
2199 2963 2997 2128
1575 2563 3245 2258
3542 3637 2572 4308
3632 3597 2543 2990
3402 3939 3780 2039
730 212 84 2433
3945 3333 3094 1865
2391 3744 4106 3242
2713 4011 2724 1703
3348 4303 2297 1820
715 903 53 3205
1720 2097 4320 1848
3017 4315 2797 2888
4263 2820 2767 1960
2797 3401 1788 3128
2948 2385 1803 3128
407 1611 408 3643
912 72 913 2085
2078 3453 2274 4279
2584 2312 2206 4359
726 394 392 4354
2419 1883 2647 1969
156 2833 3738 2010
793 888 985 3014
1717 3401 3186 2667
1769 3561 1935 2060
4225 1710 1914 2748
2261 533 4160 3482
4154 2461 3537 2443
3370 3435 1884 3176
1578 3355 1783 2684
2837 1694 4359 2210
1803 1944 3401 1788
158 280 2638 3187
3834 3366 1977 2443
2628 436 2308 3361
3119 2699 2479 3981
4003 3474 2268 3839
4078 753 2700 2907
630 2976 2068 3255
2182 2218 4296 4254
1212 779 2769 3157
1943 1897 2844 4367
3915 2526 2480 1818
3162 2409 1911 3839
3272 3512 4221 2604
1516 1449 1986 3360
2313 3189 4139 3425
2702 4385 3528 4254
3282 3197 3154 3336
1571 1541 3643 1909
1845 3724 2716 2905
10 13 728 4109
2185 1846 4230 3712
1565 2442 3166 3303
1876 2918 2384 2163
4138 3753 1709 4087
467 1110 1111 3804
1758 2997 2021 2652
1637 3876 2227 2077
1566 1103 1993 4062
3279 3694 3902 2661
1755 4305 3868 2527
782 1298 4232 3606
3396 1860 3164 2811
1137 2798 3133 2148
4186 2170 4368 3143
3729 2882 3367 1791
1351 1223 1846 4289
2446 1918 2174 1683
3524 4285 3032 3635
1680 2112 2215 3635
1656 1604 3348 2297
3795 2385 1781 3128
1813 2506 4244 2477
4362 2681 3025 2010
238 1180 2876 2136
2946 3839 2391 3242
2240 2576 2928 3750
901 1102 3725 3895
1959 1719 3651 3356
3849 3665 2731 2331
1767 3565 4273 2083
1680 2215 2850 3524
3988 1881 2979 4159
704 3632 2543 2990
3172 1201 1890 2394
2373 1880 4237 2664
2789 3208 3675 2993
2161 2782 2616 2720
